,Close
0,459.7699890000002
1,459.7699890000002
2,459.7699890000002
3,459.7699890000002
4,459.7699890000002
5,459.7699890000002
6,459.7699890000002
7,459.7699890000002
8,459.7699890000002
9,459.7699890000002
